page_no	chars	conf	script	modality	engine	needs_escalation	text_file
1	237	0.814	mixed	print	tesseract	no	ocr_tesseract/0001.txt
2	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0002.txt
3	14	0.519	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0003.txt
4	1	0.903	none	print_degraded	tesseract	no	ocr_tesseract/0004.txt
5	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0005.txt
6	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0006.txt
7	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0007.txt
8	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0008.txt
9	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0009.txt
10	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0010.txt
11	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0011.txt
12	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0012.txt
13	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0013.txt
14	32	0.500	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0014.txt
15	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0015.txt
16	165	0.425	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0016.txt
17	33	0.440	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0017.txt
18	22	0.367	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0018.txt
19	390	0.656	mixed	print_degraded	tesseract	no	ocr_tesseract/0019.txt
20	76	0.523	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0020.txt
21	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0021.txt
22	26	0.295	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0022.txt
23	46	0.939	latin	print_degraded	tesseract	no	ocr_tesseract/0023.txt
24	207	0.521	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0024.txt
25	300	0.491	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0025.txt
26	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0026.txt
27	29	0.684	latin	print_degraded	tesseract	no	ocr_tesseract/0027.txt
28	70	0.430	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0028.txt
29	50	0.460	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0029.txt
30	552	0.749	mixed	print_degraded	tesseract	no	ocr_tesseract/0030.txt
31	445	0.813	mixed	print	tesseract	no	ocr_tesseract/0031.txt
32	1093	0.454	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0032.txt
33	295	0.486	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0033.txt
34	315	0.452	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0034.txt
35	32	0.628	latin	print_degraded	tesseract	no	ocr_tesseract/0035.txt
36	493	0.902	hebrew	print	tesseract	no	ocr_tesseract/0036.txt
37	23	0.947	latin	print_degraded	tesseract	no	ocr_tesseract/0037.txt
38	21	0.350	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0038.txt
39	57	0.646	mixed	print_degraded	tesseract	no	ocr_tesseract/0039.txt
40	453	0.497	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0040.txt
41	161	0.479	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0041.txt
42	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0042.txt
43	1	0.905	none	print_degraded	tesseract	no	ocr_tesseract/0043.txt
44	15	0.241	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0044.txt
45	28	0.489	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0045.txt
46	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0046.txt
47	624	0.482	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0047.txt
48	163	0.357	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0048.txt
49	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0049.txt
50	1	0.592	none	handwriting_or_image	tesseract	yes	ocr_tesseract/0050.txt
51	39	0.497	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0051.txt
52	70	0.498	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0052.txt
53	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0053.txt
54	17	0.800	latin	print_degraded	tesseract	no	ocr_tesseract/0054.txt
55	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0055.txt
56	4	0.637	hebrew	print_degraded	tesseract	no	ocr_tesseract/0056.txt
57	127	0.770	mixed	print	tesseract	no	ocr_tesseract/0057.txt
58	238	0.717	latin	print_degraded	tesseract	no	ocr_tesseract/0058.txt
59	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0059.txt
60	54	0.649	latin	print_degraded	tesseract	no	ocr_tesseract/0060.txt
61	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0061.txt
62	226	0.367	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0062.txt
63	16	0.459	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0063.txt
64	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0064.txt
65	101	0.550	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0065.txt
66	185	0.391	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0066.txt
67	160	0.445	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0067.txt
68	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0068.txt
69	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0069.txt
70	100	0.402	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0070.txt
71	128	0.399	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0071.txt
72	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0072.txt
73	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0073.txt
74	170	0.405	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0074.txt
75	71	0.646	latin	print_degraded	tesseract	no	ocr_tesseract/0075.txt
76	124	0.593	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0076.txt
77	157	0.416	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0077.txt
78	96	0.474	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0078.txt
79	168	0.346	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0079.txt
80	101	0.383	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0080.txt
81	126	0.481	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0081.txt
82	82	0.478	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0082.txt
83	140	0.411	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0083.txt
84	64	0.494	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0084.txt
85	30	0.465	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0085.txt
86	144	0.524	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0086.txt
87	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0087.txt
88	29	0.820	latin	print_degraded	tesseract	no	ocr_tesseract/0088.txt
89	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0089.txt
90	42	0.519	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0090.txt
91	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0091.txt
92	16	0.442	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0092.txt
93	40	0.554	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0093.txt
