page_no	chars	conf	script	modality	engine	needs_escalation	text_file
1	288	0.923	latin	print	tesseract	no	ocr_tesseract/0001.txt
2	246	0.947	latin	print	tesseract	no	ocr_tesseract/0002.txt
3	833	0.947	latin	print	tesseract	no	ocr_tesseract/0003.txt
4	791	0.945	latin	print	tesseract	no	ocr_tesseract/0004.txt
5	810	0.925	latin	print	tesseract	no	ocr_tesseract/0005.txt
6	192	0.943	latin	print	tesseract	no	ocr_tesseract/0006.txt
7	1686	0.955	latin	print	tesseract	no	ocr_tesseract/0007.txt
8	1741	0.952	latin	print	tesseract	no	ocr_tesseract/0008.txt
9	1638	0.957	latin	print	tesseract	no	ocr_tesseract/0009.txt
10	1683	0.961	latin	print	tesseract	no	ocr_tesseract/0010.txt
11	1730	0.953	latin	print	tesseract	no	ocr_tesseract/0011.txt
12	1775	0.959	latin	print	tesseract	no	ocr_tesseract/0012.txt
13	1780	0.959	latin	print	tesseract	no	ocr_tesseract/0013.txt
14	1781	0.959	latin	print	tesseract	no	ocr_tesseract/0014.txt
15	1760	0.959	latin	print	tesseract	no	ocr_tesseract/0015.txt
16	1842	0.954	latin	print	tesseract	no	ocr_tesseract/0016.txt
17	1864	0.960	latin	print	tesseract	no	ocr_tesseract/0017.txt
18	1790	0.954	latin	print	tesseract	no	ocr_tesseract/0018.txt
19	1514	0.955	latin	print	tesseract	no	ocr_tesseract/0019.txt
20	1721	0.959	latin	print	tesseract	no	ocr_tesseract/0020.txt
21	1873	0.956	latin	print	tesseract	no	ocr_tesseract/0021.txt
22	1790	0.949	latin	print	tesseract	no	ocr_tesseract/0022.txt
23	1666	0.957	latin	print	tesseract	no	ocr_tesseract/0023.txt
24	1773	0.960	latin	print	tesseract	no	ocr_tesseract/0024.txt
25	1788	0.957	latin	print	tesseract	no	ocr_tesseract/0025.txt
26	1775	0.963	latin	print	tesseract	no	ocr_tesseract/0026.txt
27	1777	0.961	latin	print	tesseract	no	ocr_tesseract/0027.txt
