page_no	chars	conf	script	modality	engine	needs_escalation	text_file
1	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0001.txt
2	1534	0.918	latin	print	tesseract	no	ocr_tesseract/0002.txt
3	1601	0.924	latin	print	tesseract	no	ocr_tesseract/0003.txt
4	1675	0.933	latin	print	tesseract	no	ocr_tesseract/0004.txt
5	1626	0.927	latin	print	tesseract	no	ocr_tesseract/0005.txt
6	1323	0.939	latin	print	tesseract	no	ocr_tesseract/0006.txt
7	1529	0.908	latin	print	tesseract	no	ocr_tesseract/0007.txt
8	1570	0.937	latin	print	tesseract	no	ocr_tesseract/0008.txt
9	1675	0.939	latin	print	tesseract	no	ocr_tesseract/0009.txt
10	1615	0.935	latin	print	tesseract	no	ocr_tesseract/0010.txt
11	1334	0.945	latin	print	tesseract	no	ocr_tesseract/0011.txt
12	73	0.538	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0012.txt
13	1293	0.846	latin	print	tesseract	no	ocr_tesseract/0013.txt
14	1402	0.857	latin	print	tesseract	no	ocr_tesseract/0014.txt
15	1236	0.779	latin	print	tesseract	no	ocr_tesseract/0015.txt
16	1290	0.884	latin	print	tesseract	no	ocr_tesseract/0016.txt
17	1102	0.863	latin	print	tesseract	no	ocr_tesseract/0017.txt
18	1368	0.815	latin	print	tesseract	no	ocr_tesseract/0018.txt
19	1555	0.920	latin	print	tesseract	no	ocr_tesseract/0019.txt
20	1802	0.915	latin	print	tesseract	no	ocr_tesseract/0020.txt
21	1639	0.899	latin	print	tesseract	no	ocr_tesseract/0021.txt
22	1717	0.782	latin	print	tesseract	no	ocr_tesseract/0022.txt
23	1734	0.890	latin	print	tesseract	no	ocr_tesseract/0023.txt
24	1627	0.883	latin	print	tesseract	no	ocr_tesseract/0024.txt
25	1597	0.907	latin	print	tesseract	no	ocr_tesseract/0025.txt
26	1285	0.913	latin	print	tesseract	no	ocr_tesseract/0026.txt
27	1821	0.915	latin	print	tesseract	no	ocr_tesseract/0027.txt
28	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0028.txt
29	2146	0.881	latin	print	tesseract	no	ocr_tesseract/0029.txt
30	1642	0.934	latin	print	tesseract	no	ocr_tesseract/0030.txt
31	92	0.455	mixed	handwriting_or_image	tesseract	yes	ocr_tesseract/0031.txt
32	1358	0.882	latin	print	tesseract	no	ocr_tesseract/0032.txt
33	818	0.935	latin	print	tesseract	no	ocr_tesseract/0033.txt
34	1934	0.919	latin	print	tesseract	no	ocr_tesseract/0034.txt
35	1985	0.930	latin	print	tesseract	no	ocr_tesseract/0035.txt
36	1233	0.858	latin	print	tesseract	no	ocr_tesseract/0036.txt
37	832	0.932	latin	print	tesseract	no	ocr_tesseract/0037.txt
38	1714	0.877	latin	print	tesseract	no	ocr_tesseract/0038.txt
39	572	0.924	latin	print	tesseract	no	ocr_tesseract/0039.txt
40	1064	0.925	latin	print	tesseract	no	ocr_tesseract/0040.txt
41	1556	0.934	latin	print	tesseract	no	ocr_tesseract/0041.txt
42	1391	0.926	latin	print	tesseract	no	ocr_tesseract/0042.txt
43	1829	0.921	latin	print	tesseract	no	ocr_tesseract/0043.txt
44	2163	0.905	latin	print	tesseract	no	ocr_tesseract/0044.txt
45	1111	0.928	latin	print	tesseract	no	ocr_tesseract/0045.txt
46	1146	0.927	latin	print	tesseract	no	ocr_tesseract/0046.txt
47	1126	0.910	latin	print	tesseract	no	ocr_tesseract/0047.txt
48	1615	0.835	latin	print	tesseract	no	ocr_tesseract/0048.txt
49	1074	0.905	latin	print	tesseract	no	ocr_tesseract/0049.txt
50	1389	0.914	latin	print	tesseract	no	ocr_tesseract/0050.txt
51	1564	0.933	latin	print	tesseract	no	ocr_tesseract/0051.txt
52	1014	0.873	latin	print	tesseract	no	ocr_tesseract/0052.txt
53	1242	0.920	latin	print	tesseract	no	ocr_tesseract/0053.txt
54	961	0.926	latin	print	tesseract	no	ocr_tesseract/0054.txt
55	1300	0.932	latin	print	tesseract	no	ocr_tesseract/0055.txt
56	986	0.908	latin	print	tesseract	no	ocr_tesseract/0056.txt
57	1005	0.913	latin	print	tesseract	no	ocr_tesseract/0057.txt
58	1319	0.898	latin	print	tesseract	no	ocr_tesseract/0058.txt
59	894	0.938	latin	print	tesseract	no	ocr_tesseract/0059.txt
60	821	0.763	latin	print	tesseract	no	ocr_tesseract/0060.txt
61	1908	0.682	latin	print_degraded	tesseract	no	ocr_tesseract/0061.txt
62	1696	0.627	latin	print_degraded	tesseract	no	ocr_tesseract/0062.txt
63	1980	0.669	latin	print_degraded	tesseract	no	ocr_tesseract/0063.txt
64	469	0.577	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0064.txt
65	951	0.536	latin	handwriting_or_image	tesseract	yes	ocr_tesseract/0065.txt
66	2318	0.812	latin	print	tesseract	no	ocr_tesseract/0066.txt
67	2041	0.851	latin	print	tesseract	no	ocr_tesseract/0067.txt
68	2104	0.872	latin	print	tesseract	no	ocr_tesseract/0068.txt
69	2424	0.723	latin	print_degraded	tesseract	no	ocr_tesseract/0069.txt
70	2416	0.844	latin	print	tesseract	no	ocr_tesseract/0070.txt
71	2169	0.839	latin	print	tesseract	no	ocr_tesseract/0071.txt
72	1784	0.864	latin	print	tesseract	no	ocr_tesseract/0072.txt
73	2033	0.850	latin	print	tesseract	no	ocr_tesseract/0073.txt
74	2039	0.824	latin	print	tesseract	no	ocr_tesseract/0074.txt
75	2324	0.701	latin	print_degraded	tesseract	no	ocr_tesseract/0075.txt
76	1844	0.843	latin	print	tesseract	no	ocr_tesseract/0076.txt
77	2089	0.818	latin	print	tesseract	no	ocr_tesseract/0077.txt
78	1202	0.682	latin	print_degraded	tesseract	no	ocr_tesseract/0078.txt
79	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0079.txt
80	1475	0.899	latin	print	tesseract	no	ocr_tesseract/0080.txt
81	1567	0.939	latin	print	tesseract	no	ocr_tesseract/0081.txt
82	1405	0.936	latin	print	tesseract	no	ocr_tesseract/0082.txt
83	1595	0.937	latin	print	tesseract	no	ocr_tesseract/0083.txt
84	1523	0.915	latin	print	tesseract	no	ocr_tesseract/0084.txt
85	935	0.918	latin	print	tesseract	no	ocr_tesseract/0085.txt
86	757	0.897	latin	print	tesseract	no	ocr_tesseract/0086.txt
87	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0087.txt
88	1884	0.866	latin	print	tesseract	no	ocr_tesseract/0088.txt
89	2424	0.895	latin	print	tesseract	no	ocr_tesseract/0089.txt
90	1860	0.887	latin	print	tesseract	no	ocr_tesseract/0090.txt
91	1716	0.881	latin	print	tesseract	no	ocr_tesseract/0091.txt
92	2361	0.877	latin	print	tesseract	no	ocr_tesseract/0092.txt
93	2481	0.747	latin	print_degraded	tesseract	no	ocr_tesseract/0093.txt
94	2202	0.905	latin	print	tesseract	no	ocr_tesseract/0094.txt
95	2322	0.929	latin	print	tesseract	no	ocr_tesseract/0095.txt
96	1769	0.886	latin	print	tesseract	no	ocr_tesseract/0096.txt
97	1711	0.916	latin	print	tesseract	no	ocr_tesseract/0097.txt
98	1632	0.888	latin	print	tesseract	no	ocr_tesseract/0098.txt
99	2495	0.937	latin	print	tesseract	no	ocr_tesseract/0099.txt
100	2636	0.929	latin	print	tesseract	no	ocr_tesseract/0100.txt
101	2471	0.935	latin	print	tesseract	no	ocr_tesseract/0101.txt
102	2656	0.933	latin	print	tesseract	no	ocr_tesseract/0102.txt
103	3061	0.935	latin	print	tesseract	no	ocr_tesseract/0103.txt
104	3190	0.941	latin	print	tesseract	no	ocr_tesseract/0104.txt
105	3039	0.928	latin	print	tesseract	no	ocr_tesseract/0105.txt
106	2807	0.931	latin	print	tesseract	no	ocr_tesseract/0106.txt
107	2802	0.924	latin	print	tesseract	no	ocr_tesseract/0107.txt
108	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0108.txt
109	1520	0.927	latin	print	tesseract	no	ocr_tesseract/0109.txt
110	1778	0.940	latin	print	tesseract	no	ocr_tesseract/0110.txt
111	1651	0.941	latin	print	tesseract	no	ocr_tesseract/0111.txt
112	1774	0.930	latin	print	tesseract	no	ocr_tesseract/0112.txt
113	705	0.935	latin	print	tesseract	no	ocr_tesseract/0113.txt
114	0	0.000	none	blank_or_image	tesseract	yes	ocr_tesseract/0114.txt
115	927	0.909	latin	print	tesseract	no	ocr_tesseract/0115.txt
116	1093	0.923	latin	print	tesseract	no	ocr_tesseract/0116.txt
117	1077	0.921	latin	print	tesseract	no	ocr_tesseract/0117.txt
118	956	0.904	latin	print	tesseract	no	ocr_tesseract/0118.txt
119	1113	0.925	latin	print	tesseract	no	ocr_tesseract/0119.txt
120	1208	0.928	latin	print	tesseract	no	ocr_tesseract/0120.txt
121	999	0.892	latin	print	tesseract	no	ocr_tesseract/0121.txt
122	919	0.918	latin	print	tesseract	no	ocr_tesseract/0122.txt
