doc_id	page_range	title	date_text	doc_type	languages	from_person	to_person	places	persons	description_he	description_de	description_en	is_heimat_relevant	heimat_rationale	notes
0185-D01	2-9	דפי עד — יד ושם, משפחת גרזון	1953 form; completed later	testimony_form	he	Gerson family declarants		Jerusalem (Yad Vashem); Charkow; Germany/Poland	Alexander Gerson; Gerson family victims	דפי עד של יד ושם למשפחת גרזון: עמ' 2-3 טופס ריק והוראות מילוי; עמ' 5-9 דפי עד ממולאים בכתב יד על קרובי משפחה שנספו בשואה.	Yad-Vashem-Gedenkblätter für die Familie Gerson: S.2-3 Blankoformular und Ausfüllanleitung; S.5-9 handschriftlich ausgefüllte Gedenkblätter für in der Schoah ermordete Verwandte.	Yad Vashem Pages of Testimony for the Gerson family: pp.2-3 blank form + instructions; pp.5-9 handwritten completed Pages recording relatives murdered in the Holocaust.	true	Post-war family memory-work commemorating pre-emigration German/Central-European Jewish relatives.	pp.5-9 handwriting — NEEDS human transcription. Surname variants GERSON/BERSON in OCR.
0185-D02	10-52	And These Are The Names — Birnbrey family history (genealogy volume, part 1)	1994	family_history	en, he	Henry Birnbrey		Stettin/Szczecin; Berlin; Kobrin; Cuba; Israel; USA	Henry Birnbrey; Marcus Hirsch Levy; Ernestinn Levy; Feivel & Miriam Greshes; Moshe & Shaine Golubovitch; Pinchas & Mindel Cohen	החלק הראשון של ספר תולדות משפחת בירנברי מאת הנרי בירנברי: ביקורים בשטטין 1994 ובברלין 1936/1994, ענפי לוי-הירש, קרסס/כהן, גולובוביץ' וגרשס; עצי יוחסין, מדריך כתובות והסבר סמלים.	Erster Teil der Familiengeschichte Birnbrey von Henry Birnbrey: Besuche in Stettin 1994 und Berlin 1936/1994, die Zweige Levy-Hirsch, Kresses/Cohen, Golubovitch und Greshes; Stammbäume, Adressverzeichnis und Zeichenerklärung.	First part of Henry Birnbrey's Birnbrey family history: 1994 Stettin visit, Berlin 1936 & 1994, the Levy-Hirsch, Kresses/Cohen, Golubovitch and Greshes branches; descendant charts, address directory and symbol key.	true	Diasporic family-memory book with explicit return visits to the German/Central-European city of origin (Stettin, Berlin).	Print, good OCR. Contains non-German East-European branches (pp.18-26) that are not Heimat material but kept within the volume.
0185-D03	27	רשימה בכתב יד	n.d.	manuscript_note	mixed	unknown			(unclear)	דף בודד בכתב יד (עברית/לטינית), תוכן לא ברור.	Einzelnes handschriftliches Blatt (hebräisch/lateinisch), Inhalt unklar.	Single handwritten page (Hebrew/Latin), content unclear.	false	Cannot determine relevance without transcription.	NEEDS human transcription. Provisional standalone item between Birnbrey sections.
0185-D04	53-60	גבעת ברנר — התכתבות/יומן זליגמן (גרזון)	1996-10-29	letter	de, he	Ernst / Walli Seligmann (Gerson)		Givat Brenner (Israel); Germany	Ernst Seligmann; Walli Seligmann née Gerson	מקבץ קטן של ניירות משפחת זליגמן-גרזון מגבעת ברנר (תיק 0185-2, עמודים 53-60), רובם בכתב יד וקריאים ב-OCR באופן חלקי בלבד. עמוד 53 הוא רשימה דו-טורית בכתב יד, בכתב לטיני ועברי, ככל הנראה מפתח, שבה חוזרים השם גרזון ו'גוט וינקל'; בעמודים 54 ו-56 שורות ספורות בכתב יד עברי, ובעמוד 56 גם השמות BIERIG ו-ERLICH באותיות דפוס. לב המקבץ הוא עמוד 55, מכתב מודפס באנגלית שבראשו 'גבעת ברנר 29.10.96', המופנה אל 'יהודית וגדעון': הכותב, ככל הנראה מבני משפחת גרזון, מוסר שהוגו גרזון, אשתו רוזה לבית ביטרמן וילדיהם חיו שנים רבות באנגרמינדה וגורשו לימים לפולין, ושאחיו אלפונס חקר אחרי המלחמה את גורלם אך ללא הועיל; עוד נזכרים במכתב הגעתם בשלום של רות דירגרדט וסטפן לנמל התעופה, ופריט (כנראה תצלום) של סבתם של הנמענים שנמצא בין ניירותיו הישנים של הכותב, ועמו זיכרון ביקור אצלה בדירקהיים ב-1936, בעת חופשה עם האב בפרנקפורט, ופריט נוסף שנעשה ב-1938 ב'נוטע-בונה'. עמודים 57-58 הם פניה וגבה של מעטפה שנשלחה בדואר, ועליה כתובת שולח בריו דה ז'ניירו. עמודים 59-60 הם מכתב בכתב יד לטיני שפענוח ה-OCR שלו משובש ברובו; שברי משפטים קריאים מזכירים את שנת 1939, ניו-יורקים, כמה שמות פרטיים ודף מן האנציקלופדיה יודאיקה, ואין לתאר את תוכנו מעבר לכך ללא תעתוק.	Kleines Konvolut von Familienpapieren Seligmann-Gerson aus Givat Brenner (Ordner 0185-2, Seiten 53-60), größtenteils handschriftlich und in der OCR nur teilweise lesbar. Seite 53 ist eine handschriftliche zweispaltige Liste in lateinischer und hebräischer Schrift, offenbar ein Verzeichnis, in dem der Name Gerson und 'Gut Winkel' wiederkehren; die Seiten 54 und 56 tragen wenige Zeilen hebräischer Handschrift, Seite 56 zudem die Namen BIERIG und ERLICH in Blockbuchstaben. Kernstück ist Seite 55, ein maschinengeschriebener englischer Brief mit dem Kopf 'Givat-Brenner 29.10.96' an 'Judith & Gideon': Der Schreiber, offenbar aus der Familie Gerson, berichtet, dass Hugo Gerson, seine Frau Rosa geb. Bittermann und ihre Kinder viele Jahre in Angermünde lebten und später nach Polen deportiert wurden und dass sein Bruder Alfons nach dem Krieg vergeblich ihrem Schicksal nachforschte; erwähnt werden ferner die glückliche Abreise von Ruth Diergardt und Stephan über den Flughafen sowie ein unter alten Unterlagen gefundenes Stück (offenbar eine Fotografie) der Großmutter der Adressaten, verbunden mit der Erinnerung an einen Besuch bei ihr in Dürkheim 1936, während eines Ferienaufenthalts mit dem Vater in Frankfurt, und an ein weiteres Stück von 1938 aus Notea-Boneh. Die Seiten 57-58 zeigen Vorder- und Rückseite eines gelaufenen Briefumschlags mit Absenderadresse in Rio de Janeiro. Die Seiten 59-60 sind ein Brief in lateinischer Schreibschrift, dessen OCR weitgehend entstellt ist; lesbare Bruchstücke nennen das Jahr 1939, New Yorker, mehrere Personennamen und ein Blatt der Encyclopaedia Judaica; Näheres lässt sich ohne Transkription nicht sagen.	A small bundle of Seligmann-Gerson family papers from Givat Brenner (folder 0185-2, pages 53-60), most of them handwritten and only partly legible in the OCR. Page 53 is a handwritten two-column list in Latin and Hebrew script, apparently an index, in which the name Gerson and 'Gut Winkel' recur; pages 54 and 56 carry a few lines of Hebrew handwriting, page 56 also the names BIERIG and ERLICH in block capitals. The centrepiece, page 55, is a typewritten English letter headed 'Givat-Brenner 29.10.96' and addressed to 'Judith & Gideon': the writer, evidently of the Gerson family, reports that Hugo Gerson, his wife Rosa née Bittermann and their children lived for many years in Angermünde and were later deported to Poland, and that after the war the writer's brother Alfons investigated their fate without result; the letter also mentions the safe departure of Ruth Diergardt and Stephan via the airport, and an item (apparently a photograph) of the addressees' grandmother found among the writer's old papers, with the memory of visiting her in Dürkheim in 1936 during a vacation with their father in Frankfurt, and of another item made in 1938 at Notea-Boneh. Pages 57-58 show the front and back of a posted envelope with a sender address in Rio de Janeiro. Pages 59-60 are a letter in Latin longhand whose OCR is largely garbled; scattered legible fragments mention the year 1939, New Yorkers, several personal names and a page of the Encyclopaedia Judaica, but its content cannot be described further without transcription.	true	Kibbutz-era family memory of pre-war German life by the Seligmann-Gerson family (linked to the remigration story, D11).	pp.59-60 German handwriting — NEEDS human transcription.
0185-D05	61-65	יער זיכרון ליהודי מרכז אירופה; יוחסין וורמסר-מיכלשטדט	1963-09-13	clipping_genealogy	de, en	AUFBAU (clipping); family		Jerusalem Corridor; Michelstadt (Hessen); Paris; Amsterdam	Seckel Loeb-Wormser (1768-1847); Max Wormser; Therese Wormser née Gruenbaum	עמ' 61 קטע מעיתון "אופבאו" (13.9.1963) על נטיעת יער בישראל לזכר יהודים ומהגרים ממרכז אירופה; עמ' 64-65 עץ יוחסין וורמסר ממיכלשטדט/הסן.	S.61 Zeitungsausschnitt "Aufbau" (13.9.1963) über eine Waldpflanzung in Israel zum Andenken an Juden und Emigranten aus Zentraleuropa; S.64-65 Wormser-Stammbaum aus Michelstadt/Hessen.	p61 "Aufbau" newspaper clipping (13 Sept 1963) on a memorial forest in Israel for Jews and emigrants from Central Europe; pp.64-65 Wormser genealogy from Michelstadt/Hessen.	true	Diasporic memorialization of Central-European/German-Jewish origin and genealogy of the Michelstadt Wormser line.	Print; p64 typescript with handwritten corrections.
0185-D06	66-76	רישומים בכתב יד — משפחת גרזון	n.d.	manuscript_note	de, he	family		Germany; Israel	Gerson/Seligmann family	בלוק דפים בכתב יד (עברית וגרמנית), טיוטות ורשימות משפחתיות; איכות OCR נמוכה.	Block handschriftlicher Blätter (hebräisch und deutsch), Familiennotizen und -listen; niedrige OCR-Qualität.	Block of handwritten pages (Hebrew and German), family notes and lists; low OCR quality.	false	Relevance undetermined pending transcription; likely family-memory drafts.	NEEDS human transcription (whole block).
0185-D07	77-91	גרשון (גרשוני) — חוברת מורשת שם משפחה יֶקית	n.d.	reference_book	he, en, de	published reference		Frankfurt; Hamburg; Michelstadt	Gerschon/Gershon; Herman Wouk; Moses Mendelssohn	חוברת מורשת רב-לשונית על שם המשפחה גרשון/גרשוני ודמויות יהודיות-גרמניות (פרנקפורט כקהילה השנייה בגודלה אחרי ברלין; ערך על מנדלסון וההשכלה); משולבים דפי מיכלשטדט-וורמסר.	Mehrsprachiges Namens-Erbe-Heft zum Familiennamen Gerschon/Gershon und zu deutsch-jüdischen Persönlichkeiten (Frankfurt als zweitgrößte Gemeinde nach Berlin; Mendelssohn/Haskala-Eintrag); eingeschobene Michelstadt-Wormser-Blätter.	Multilingual surname-heritage booklet on the name Gerschon/Gershon and German-Jewish figures (Frankfurt as second-largest kehilla after Berlin; Mendelssohn/Haskala entry); interleaved Michelstadt-Wormser pages.	true	Heritage documentation of a German-Jewish surname and community of origin.	Mostly print; pp.85-87,92 low-conf/handwriting — NEEDS human transcription.
0185-D08	92-99	רשומות בית קברות — סאלי וורמסר ואדולף גרזון	1943	cemetery_record	de, he	family / cemetery admin		Worms; Frankfurt (Rat-Beil-Strasse, Neuer Friedhof); Windeckstr. 33	Adolf Gerson; Sally Wormser	רשומות חלקות קבר: "Adolf Gers[on] 6.10.1943, Windeckstr. 33, Neuer Friedhof"; מפת חלקה של סאלי וורמסר (רחוב רט-בייל, פרנקפורט).	Grabstellen-Unterlagen: "Adolf Gers[on] 6.10.1943, Windeckstr. 33, Neuer Friedhof"; Lageplan der Grabstelle Sally Wormser (Rat-Beil-Straße, Frankfurt).	Grave-plot records: "Adolf Gers[on] 6.10.1943, Windeckstr. 33, Neuer Friedhof"; plot map for Sally Wormser (Rat-Beil-Strasse, Frankfurt).	true	Documentation of family graves in the German Heimat (Frankfurt/Worms), a form of return-to-origin memory work.	Mixed print/handwriting; pp.92,94-96 escalation — NEEDS human transcription.
0185-D09	100-187	And These Are The Names — Birnbrey/Jacobsohn Holocaust memory book (main body)	c.1996-1998	memoir_book	en, de	Henry Birnbrey		Berlin; Falkenburg; Jerusalem	Henry Birnbrey; Jenny Jacobsohn Birnbrey; Theodor Jacobsohn; Gustav Jacobsohn; Rosa Jacobsohn Blum	גוף ספר הזיכרון של הנרי בירנברי: הקדמה, הקדשות, משפחת יעקבזון, בירנברי/לוי, ביקורים בברלין, רשומות הקהילה היהודית בברלין, אינדקס "קורבנות שואה מתועדים", עצי יוחסין; משולבות תעודות רישום אזרחי גרמניות בכתב יד.	Hauptteil des Gedenkbuchs von Henry Birnbrey: Vorwort, Widmungen, Familie Jacobsohn, Birnbrey/Levy, Berlin-Besuche, Unterlagen der Jüdischen Gemeinde zu Berlin, Index "dokumentierte Schoah-Opfer", Stammbäume; eingebundene deutsche standesamtliche Urkunden (handschriftlich).	Main body of Henry Birnbrey's memory book: preface, dedications, Jacobsohn family, Birnbrey/Levy family, Berlin visits, Jüdische Gemeinde zu Berlin records, "Documented Holocaust Victims" index, descendant charts; embedded German civil-registry certificates.	true	Central diasporic-memory volume: reconstructs and revisits the family's Berlin/Falkenburg German-Jewish origins and commemorates Holocaust victims.	Mostly good-OCR print; embedded German certificate images pp.130-134 (handwriting) — NEEDS human transcription.
0185-D10	188-196	כתובות משפחה בגרמניה (דירגרט ועוד)	c.2000	address_list	he, de	family		Dortmund; Frankfurt (Bonames); Germany	Erika & Wilhelm Diergardt; Anna-Marie; Irene Lidke	רשימה "כתובות משפחה בגרמניה": קרובים המתגוררים בגרמניה (אריקה+וילהלם דירגרט, דורטמונד; אנה-מרי ואירנה לידקה, פרנקפורט) — ענף המשפחה ששב/נותר להתגורר בגרמניה.	Liste "Familienadressen in Deutschland": in Deutschland lebende Verwandte (Erika+Wilhelm Diergardt, Dortmund; Anna-Marie und Irene Lidke, Frankfurt) — der nach Deutschland zurückgekehrte/dort verbliebene Familienzweig.	List "family addresses in Germany": relatives resident in Germany (Erika+Wilhelm Diergardt, Dortmund; Anna-Marie & Irene Lidke, Frankfurt) — the family branch that returned to / remained in Germany.	true	Documents the family's remigrated / German-resident branch and ongoing ties to the Heimat.	pp.188,190-193,196 handwriting — NEEDS human transcription.
